,01m,16m,32m,50m
oscillatoriales,4.16382208834026,5.259673636132226,2.1339352920467074,0.0
echinostomida,4.16382208834026,0.0,0.0,0.0
sordariales,4.16382208834026,0.0,0.7113117640155691,11.253381434930663
thiotrichales,4.16382208834026,1.0519347272264454,8.53574116818683,3.4625789030555887
rubrobacterales,4.16382208834026,22.09062927175535,22.05066468448264,9.522091983402868
sphaerobacterales,2.7758813922268404,0.0,2.1339352920467074,0.0
flavobacteriales,2.7758813922268404,3.155804181679336,7.113117640155691,9.522091983402868
planctomycetales,2.7758813922268404,1.0519347272264454,3.5565588200778455,13.850315612222355
carnivora,2.7758813922268404,0.0,0.0,0.0
magnaporthales,2.7758813922268404,0.0,0.0,0.0
fabales,2.7758813922268404,0.0,0.0,0.0
marchantiales,2.7758813922268404,2.103869454452891,0.0,0.0
zingiberales,2.7758813922268404,0.0,0.0,0.0
dictyoglomales,2.7758813922268404,15.77902090839668,10.669676460233536,12.11902616069456
fibrobacterales,2.7758813922268404,0.0,0.0,0.0
bifidobacteriales,2.7758813922268404,0.0,0.0,3.4625789030555887
cenarchaeales,2.7758813922268404,33.661911271246254,27.741158796607195,32.89449957902809
lepidoptera,2.7758813922268404,1.0519347272264454,2.8452470560622762,2.5969341772916916
methylophilales,2.7758813922268404,13.675151453943789,9.247052932202397,0.8656447257638972
hypocreales,1.3879406961134202,0.0,2.8452470560622762,3.4625789030555887
deferribacterales,1.3879406961134202,0.0,0.0,0.0
thalassiosirales,1.3879406961134202,1.0519347272264454,1.4226235280311381,1.7312894515277943
nitrosopumilales,1.3879406961134202,16.830955635623127,13.514923516295813,5.193868354583383
nitrosomonadales,1.3879406961134202,6.311608363358672,6.401805876140122,6.925157806111177
selenomonadales,1.3879406961134202,4.207738908905782,6.401805876140122,2.5969341772916916
strigeidida,1.3879406961134202,4.207738908905782,0.7113117640155691,2.5969341772916916
methylacidiphilales,1.3879406961134202,1.0519347272264454,0.7113117640155691,4.328223628819486
caldilineales,0.0,2.103869454452891,0.0,0.0
wallemiales,0.0,3.155804181679336,1.4226235280311381,0.0
magnetococcales,0.0,1.0519347272264454,2.1339352920467074,1.7312894515277943
dasycladales,0.0,0.0,1.4226235280311381,0.0
bdellovibrionales,0.0,3.155804181679336,1.4226235280311381,6.05951308034728
chlamydomonadales,0.0,7.363543090585117,1.4226235280311381,0.0
nitrososphaerales,0.0,4.207738908905782,2.1339352920467074,5.193868354583383
gemmatimonadales,0.0,4.207738908905782,0.0,0.8656447257638972
tetraodontiformes,0.0,3.155804181679336,0.0,3.4625789030555887
nautiliales,0.0,2.103869454452891,8.53574116818683,8.656447257638971
pyrenomonadales,0.0,1.0519347272264454,0.0,1.7312894515277943
cyanidiales,0.0,3.155804181679336,2.1339352920467074,0.8656447257638972
peniculida,0.0,0.0,1.4226235280311381,0.0
buxales,0.0,0.0,0.0,0.8656447257638972
squaliformes,0.0,2.103869454452891,0.0,0.8656447257638972
eupodiscales,0.0,0.0,2.1339352920467074,1.7312894515277943
anaerolineales,0.0,0.0,0.0,0.0
vaucheriales,0.0,0.0,0.0,0.0
ceramiales,0.0,0.0,0.0,2.5969341772916916
welwitschiales,0.0,0.0,0.0,0.0
opitutales,0.0,0.0,0.0,1.7312894515277943
zygnematales,0.0,0.0,0.0,4.328223628819486
trichomonadida,0.0,0.0,2.1339352920467074,0.0
caryophyllales,0.0,4.207738908905782,3.5565588200778455,0.0
pucciniales,0.0,0.0,0.0,0.0
euglenales,0.0,0.0,0.0,1.7312894515277943
xenopneusta,0.0,0.0,0.0,1.7312894515277943
spirurida,0.0,1.0519347272264454,3.5565588200778455,0.0
sessilia,0.0,0.0,0.0,0.0
eucoccidiorida,0.0,3.155804181679336,0.0,3.4625789030555887
hydrogenophilales,0.0,5.259673636132226,3.5565588200778455,0.0
salmoniformes,0.0,0.0,0.0,0.0
haemosporida,0.0,2.103869454452891,0.7113117640155691,0.0
cardiobacteriales,0.0,0.0,1.4226235280311381,0.0
insectivora,0.0,0.0,0.7113117640155691,1.7312894515277943
kinetoplastida,0.0,1.0519347272264454,1.4226235280311381,3.4625789030555887
ustilaginales,0.0,0.0,0.0,25.103697047153016
lagomorpha,0.0,2.103869454452891,0.0,0.0
tremellales,0.0,0.0,7.113117640155691,0.0
choanoflagellida,0.0,3.155804181679336,0.7113117640155691,0.0
euglyphida,0.0,2.103869454452891,0.7113117640155691,0.0
entomoplasmatales,0.0,0.0,0.0,0.0
mamiellales,0.0,0.0,2.1339352920467074,0.0
verrucomicrobiales,0.0,3.155804181679336,0.0,2.5969341772916916
myrtales,0.0,0.0,2.1339352920467074,0.0
geraniales,0.0,4.207738908905782,0.0,1.7312894515277943
asterales,0.0,0.0,0.0,2.5969341772916916
sphingobacteriales,0.0,0.0,0.0,2.5969341772916916
malvales,0.0,0.0,0.0,1.7312894515277943
naviculales,0.0,0.0,0.0,0.8656447257638972
chaetothyriales,0.0,0.0,0.0,0.0
rosales,0.0,0.0,0.0,0.0
malpighiales,0.0,1.0519347272264454,4.979182348108983,6.05951308034728
hymenostomatida,0.0,3.155804181679336,2.1339352920467074,0.0
